Date,pr,tas,GWL,Timestep
1990-01-01,1.0,-0.7285714,28.61,0
1990-01-08,3.3,3.8714287,28.61,1
1990-01-15,12.6,6.1857142,28.61,2
1990-01-22,26.4,5.7428575,28.61,3
1990-01-29,4.9,6.057143,28.62,4
1990-02-05,10.9,6.6285715,28.63,5
1990-02-12,13.4,2.7285714,28.62,6
1990-02-19,2.8,9.385714,28.64,7
1990-02-26,36.5,3.8999999,28.67,8
1990-03-05,21.5,7.2999997,28.73,9
1990-03-12,0.9,7.8857145,28.76,10
1990-03-19,4.8,8.685714,28.77,11
1990-03-26,0.0,6.8857145,28.745,12
1990-04-02,0.3,5.7714286,28.72,13
1990-04-09,10.4,6.7285714,28.66,14
1990-04-16,8.9,8.1,28.64,15
1990-04-23,6.7,9.642858,28.62,16
1990-04-30,0.0,15.485715,28.59,17
1990-05-07,25.5,15.471429,28.57,18
1990-05-14,10.900001,11.942857,28.53,19
1990-05-21,0.1,11.32857,28.59,20
1990-05-28,6.0,13.357142,28.54,21
1990-06-04,40.6,13.257143,28.49,22
1990-06-11,0.0,13.385714,28.47,23
1990-06-18,14.900001,16.371428,28.54,24
1990-06-25,13.599999,18.27143,28.57,25
1990-07-02,15.5,14.257143,28.54,26
1990-07-09,4.2,15.685715,28.51,27
1990-07-16,0.4,16.371428,28.46,28
1990-07-23,4.0,17.857143,28.44,29
1990-07-30,0.0,21.485714,28.4,30
1990-08-06,22.5,16.371428,28.35,31
1990-08-13,36.8,17.414286,28.33,32
1990-08-20,20.0,16.114286,28.34,33
1990-08-27,8.2,18.157143,28.33,34
1990-09-03,36.1,13.171428,28.32,35
1990-09-10,4.4,12.928572,28.36,36
1990-09-17,28.4,10.757143,28.37,37
1990-09-24,19.3,10.785714,28.38,38
1990-10-01,15.200001,12.514285,28.4,39
1990-10-08,0.0,12.242857,28.39,40
1990-10-15,0.0,12.8,28.38,41
1990-10-22,8.3,6.7428575,28.37,42
1990-10-29,30.2,6.1142855,28.36,43
1990-11-05,2.6,4.3285713,28.38,44
1990-11-12,31.600002,8.242857,28.39,45
1990-11-19,16.9,3.1000001,28.42,46
1990-11-26,10.400001,2.3714287,28.445,47
1990-12-03,6.0,1.3571428,28.47,48
1990-12-10,10.5,1.5571429,28.5,49
1990-12-17,7.2999997,1.1428572,28.51,50
1990-12-24,25.0,3.1714287,28.56,51
1990-12-31,17.9,4.9,28.64,52
1991-01-07,6.4,5.1714287,28.67,53
1991-01-14,3.8,-0.94285715,28.74,54
1991-01-21,2.8,2.3,28.74,55
1991-01-28,0.0,-3.0571427,28.705,56
1991-02-04,12.8,-4.9,28.67,57
1991-02-11,11.5,-2.8285713,28.68,58
1991-02-18,7.3,2.1857142,28.65,59
1991-02-25,3.5,2.2285714,28.63,60
1991-03-04,1.7,5.6285715,28.66,61
1991-03-11,0.0,8.528571,28.67,62
1991-03-18,13.400001,7.042857,28.66,63
1991-03-25,1.2,4.3428574,28.72,64
1991-04-01,7.2,8.857142,28.74,65
1991-04-08,2.2,10.685715,28.74,66
1991-04-15,3.2,3.7,28.75,67
1991-04-22,9.3,6.0,28.74,68
1991-04-29,16.9,6.557143,28.73,69
1991-05-06,3.4,9.085714,28.68,70
1991-05-13,10.4,9.171428,28.67,71
1991-05-20,0.4,10.985715,28.66,72
1991-05-27,0.6,11.957143,28.645,73
1991-06-03,17.4,11.657143,28.63,74
1991-06-10,34.8,12.3714285,28.59,75
1991-06-17,12.4,13.971429,28.56,76
1991-06-24,46.9,14.257143,28.53,77
1991-07-01,0.3,20.842855,28.52,78
1991-07-08,5.2999997,19.842855,28.5,79
1991-07-15,16.5,15.8714285,28.48,80
1991-07-22,9.5,17.042858,28.45,81
1991-07-29,13.5,20.071428,28.41,82
1991-08-05,20.7,19.97143,28.38,83
1991-08-12,8.0,16.199999,28.34,84
1991-08-19,3.9,16.657145,28.31,85
1991-08-26,8.599999,16.157143,28.305,86
1991-09-02,0.6,16.042856,28.3,87
1991-09-09,0.0,14.142858,28.27,88
1991-09-16,9.2,14.171428,28.26,89
1991-09-23,17.5,13.685715,28.24,90
1991-09-30,13.5,11.985715,28.23,91
1991-10-07,3.6,13.257143,28.24,92
1991-10-14,24.699999,9.142858,28.24,93
1991-10-21,0.8,5.514286,28.25,94
1991-10-28,10.5,4.9714284,28.26,95
1991-11-04,29.400002,5.8142858,28.27,96
1991-11-11,10.5,4.857143,28.28,97
1991-11-18,2.8,3.0714285,28.32,98
1991-11-25,2.3999999,2.7142856,28.33,99
1991-12-02,0.1,2.0428572,28.35,100
1991-12-09,0.1,-0.62857145,28.36,101
1991-12-16,42.699997,2.5571427,28.37,102
1991-12-23,16.3,4.2571425,28.37,103
1991-12-30,7.4,4.9,28.4,104
1992-01-06,9.7,3.1571429,28.43,105
1992-01-13,18.1,4.4857144,28.45,106
1992-01-20,0.1,-3.8999999,28.48,107
1992-01-27,5.5,0.8142857,28.49,108
1992-02-03,7.7999997,3.857143,28.5,109
1992-02-10,16.9,4.842857,28.53,110
1992-02-17,5.8,2.0428572,28.56,111
1992-02-24,0.3,6.0142856,28.59,112
1992-03-02,5.2,6.7999997,28.6,113
1992-03-09,41.3,3.9857142,28.61,114
1992-03-16,23.0,5.7285714,28.62,115
1992-03-23,6.9,3.457143,28.66,116
1992-03-30,21.3,5.5,28.79,117
1992-04-06,2.5,8.271429,28.84,118
1992-04-13,21.4,5.8285713,28.83,119
1992-04-20,17.0,9.314285,28.81,120
1992-04-27,4.7999997,9.585714,28.785,121
1992-05-04,28.8,9.771429,28.76,122
1992-05-11,3.7,13.5,28.71,123
1992-05-18,0.0,18.185715,28.65,124
1992-05-25,0.0,17.257143,28.64,125
1992-06-01,11.3,20.171429,28.56,126
1992-06-08,4.6,16.842857,28.52,127
1992-06-15,1.9,17.157143,28.49,128
1992-06-22,0.0,18.385714,28.46,129
1992-06-29,29.7,19.928572,28.39,130
1992-07-06,11.8,19.185715,28.36,131
1992-07-13,15.4,17.957142,28.35,132
1992-07-20,7.6000004,21.014286,28.34,133
1992-07-27,9.7,18.842855,28.33,134
1992-08-03,1.6,20.557142,28.32,135
1992-08-10,17.8,17.157143,28.31,136
1992-08-17,11.5,16.27143,28.29,137
1992-08-24,19.6,17.6,28.29,138
1992-08-31,32.7,12.528571,28.32,139
1992-09-07,1.0,14.028571,28.36,140
1992-09-14,0.2,13.485715,28.37,141
1992-09-21,0.1,14.900001,28.36,142
1992-09-28,0.0,11.5,28.37,143
1992-10-05,24.599998,9.1,28.36,144
1992-10-12,4.1,4.4714284,28.36,145
